"CVT" "CVE" "rel" "varT.M" "SE_T.M" "varE.M" "SE_E.M" "rel.M" "ase.M" "varT.MAE" "varE.MAE" "rel.MAE" "tau_T" "tau_E" "tau_rel" "p_T" "p_E" "p_rel" "tau_rel_cT" "tau_rel_cE" "tau_rel_cTE"
0.3 0 0.1 1 1.40388481030031 9 0.399339459989203 0.0991980379480189 0.134283628094228 0.991597883051166 9 0.100801186143147 0 0 0 1 1 NA 0 0 0
0 0.1 0.1 0.999999999999998 1.45817881489075 9 0.399079050896937 0.100811856553669 0.134043054220522 0.999999999999997 8.96761755182326 0.100998729880204 0 0.7945415824617 0 1 7.82652062647009e-57 NA 0 0 0
0.1 0.1 0.1 1 1.45796947384983 9 0.395161482953988 0.100821781625474 0.134041574678173 1.00039364713551 8.96905919204389 0.10123444660699 0 0.806709125601266 0 1 6.39479782410964e-61 NA 0 0 0
0.2 0.1 0.1 1 1.4678750256876 9 0.401752036858754 0.100671423552678 0.134063988736289 0.995999652570346 8.96929023658506 0.101713628654379 0 0.803117090041431 0 1 8.37943890411672e-59 NA 0 0 0
0.3 0.1 0.1 1 1.44969688064746 9 0.395875004076173 0.100105550043681 0.134148344178474 0.990318889015168 8.9613978299731 0.101918157877076 0 0.785098654372681 0 1 9.37902016620783e-54 NA 0 0 0
0 0.2 0.1 0.999999999999998 1.46383332156268 9 0.391124209683353 0.103916959570302 0.133580172792366 0.999999999999998 8.96781355959216 0.105157512580506 0 1.76569050269287 0 1 0 NA 0 0 0
0.1 0.2 0.1 1 1.43735525336626 9 0.398009738264902 0.103444939024712 0.133650537460814 0.998250812802403 8.96082775120279 0.104871737435813 0 1.73054092483943 0 1 0 NA 0 0 0
0.2 0.2 0.1 1 1.43420630300559 9 0.397688210977852 0.10320335441576 0.13368655076801 0.989843708062562 8.96670320880763 0.104998817358904 0 1.750168076322 0 1 0 NA 0 0 0
0.3 0.2 0.1 1 1.42925080569425 9 0.401064637035169 0.102744643535087 0.133754931348757 0.978478471303779 8.96481769482874 0.105496475402405 0 1.74994820097999 0 1 0 NA 0 0 0
0 0.3 0.1 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA
0.1 0.3 0.1 1 1.44393351029486 9 0.39788239134834 0.110487287322267 0.132600726159843 1.02398905443263 8.96407333524597 0.118697952474772 0 2.64515096046926 0 1 0 NA 0 0 0
0.2 0.3 0.1 1 1.44043129678311 9 0.399254355259121 0.109427378991924 0.132758727964948 0.998895811522274 8.96436148523766 0.114613826344129 0 2.66442569360589 0 1 0 NA 0 0 0
0.3 0.3 0.1 1 1.46368243771904 9 0.39338377359892 0.110617633046597 0.132581295366498 1.00644669407469 8.96716748418319 0.122510148109487 0 2.6649060274405 0 1 0 NA 0 0 0
0 0 0.3 3 1.39783692208677 7 0.311413966792277 0.3 0.10434983894999 3 7 0.3 0 0 0 1 1 NA 0 0 0
0.1 0 0.3 3 1.42394217612861 7 0.309444598854475 0.299372593839843 0.104443367138231 2.98165579904626 7.00000000000001 0.300623144778003 0 0 0 1 1 NA 0 0 0
0.2 0 0.3 3 1.45249894984397 7 0.30745778233783 0.297435578682615 0.104732120309232 2.92112634665445 7 0.302485940109451 0 0 0 1 1 NA 0 0 0
0.3 0 0.3 3 1.40920753056147 7 0.309842437488614 0.294347053982569 0.105192530387864 2.85994040192496 7 0.305568645035461 0 0 0 0.999999956921721 1 NA 0 0 0
0 0.1 0.3 3 1.42194439211914 7 0.311622170293455 0.301445217018755 0.104134398716912 3 6.97304572863294 0.302687631293811 0 0.618805193613122 0 1 2.21780616871799e-54 NA 0 0 0
0.1 0.1 0.3 3 1.41379931641952 7 0.311476243687142 0.30080660897464 0.10422959678342 2.98053923238105 6.97322341471681 0.303391178351137 0 0.621922218655251 0 1 9.79383044111219e-57 NA 0 0 0
0.2 0.1 0.3 3 1.43123169825497 7 0.308483553219476 0.298667107248883 0.104548534869871 2.93759588860694 6.9718913177429 0.304143435447904 0 0.62654498944684 0 1 4.75442865465496e-61 NA 0 0 0
0.3 0.1 0.3 3 1.42629194735256 7 0.3122527349518 0.295369654070013 0.105040090167243 2.80790732610614 6.97081313179268 0.307989563540591 0 0.61655137949869 0 0.999999415871607 7.75571579980154e-59 NA 0 0 0
0 0.2 0.3 3 1.42056147981963 7 0.312093905492057 0.306169451785115 0.103430151378295 3 6.97440103414312 0.313273753753521 0 1.35784226803017 0 1 0 NA 0 0 0
0.1 0.2 0.3 3 1.41289342337965 7 0.312955433264588 0.305320978393971 0.103556634323608 2.9752210882281 6.97310171139059 0.312595355506199 0 1.36404480398223 0 1 0 NA 0 0 0
0.2 0.2 0.3 3 1.39919845289327 7 0.30748583711597 0.303392347355843 0.103844137663926 2.91105281985331 6.97074490624401 0.313663852506064 0 1.35408947047693 0 1 0 NA 0 0 0
0.3 0.2 0.3 3 1.41197590814837 7 0.310970600505244 0.301204940847862 0.104170216973678 2.85184527535718 6.97084332420364 0.318892544059297 0 1.35758659278347 0 0.999999955356664 0 NA 0 0 0
0 0.3 0.3 3 1.44083621480126 7 0.308587812620324 0.31546077705669 0.102045082384408 NA NA NA NA NA NA NA NA NA NA NA NA
0.1 0.3 0.3 3 1.40991905885289 7 0.308036227131433 0.315141716496171 0.102092645124559 NA NA NA NA NA NA NA NA NA NA NA NA
0.2 0.3 0.3 3 1.41378704587975 7 0.308889147133038 0.312389878001314 0.102502864987066 NA NA NA NA NA NA NA NA NA NA NA NA
0.3 0.3 0.3 3 1.42992751572008 7 0.312967005007405 0.308366973167005 0.103102564232168 NA NA NA NA NA NA NA NA NA NA NA NA
0 0 0.5 5 1.40238739797405 5 0.221398792360916 0.5 0.074535599249993 5 5 0.5 0 0 0 1 1 NA 0 0 0
0.1 0 0.5 5 1.41240491768989 5 0.224245258627858 0.498765047223234 0.0747196951405164 4.9672076245493 5 0.501234444749246 0 0 0 1 1 NA 0 0 0
0.2 0 0.5 5 1.42292260761547 5 0.221083820412337 0.494840218496528 0.0753047740627137 4.79646229990652 5 0.504901475393604 0 0 0 0.999939054521526 1 NA 0 0 0
0.3 0 0.5 5 1.38501478385839 5 0.220054212209323 0.488039501230297 0.0763185651362503 4.6683338533274 5 0.510891058749497 0.840514061786975 0 0.000995661640251084 0.0137184268524642 1 NA 0 0.000995661640251084 0
0 0.1 0.5 5 1.40066583563093 5 0.219947009337153 0.501271219438297 0.0743460970447696 5 4.98012095424882 0.504096486824061 0 0.456855545091315 0 1 2.40312331542519e-72 NA 0 0 0
0.1 0.1 0.5 5 1.38822656423602 5 0.216544144924312 0.500002738182248 0.0745351910658836 4.97680453205551 4.98168040610891 0.50507431377923 0 0.453482564314958 0 1 4.42952617572302e-69 NA 0 0 0
0.2 0.1 0.5 5 1.38954769478837 5 0.220868423056889 0.496183185767714 0.0751045763220517 4.84250130370956 4.98016699627858 0.507524437352143 0 0.43653091669724 0 0.999914433261901 9.86562127520452e-53 NA 0 0 0
0.3 0.1 0.5 5 1.40738919377588 5 0.221887438300925 0.488969380145028 0.0761799469719715 4.70000747315923 4.98089801413025 0.511168758814078 0.945671375955531 0.446327136721155 0.0252065093833473 0.0022018511183723 1.83953957110593e-58 NA 0 0.015117303201173 0
0 0.2 0.5 5 1.41909010586641 5 0.219777481226435 0.505063829149276 0.0737807281697113 5 4.98027729869007 0.516611762525274 0 0.972851612686588 0 1 0 NA 0 0 0
0.1 0.2 0.5 5 1.39813720858106 5 0.220446370270912 0.503876327441387 0.073957750472527 NA NA NA NA NA NA NA NA NA NA NA NA
0.2 0.2 0.5 5 1.40556263285069 5 0.219160898589153 0.500179573091075 0.074508830074088 NA NA NA NA NA NA NA NA NA NA NA NA
0.3 0.2 0.5 5 1.428967167045 5 0.222174098569576 0.493204994289525 0.0755485388950677 NA NA NA NA NA NA NA NA NA NA NA NA
0 0.3 0.5 5 1.41983154335074 5 0.219397249294322 0.512397209976602 0.0726875323007249 NA NA NA NA NA NA NA NA NA NA NA NA
0.1 0.3 0.5 5 1.39542067483273 5 0.21969851435683 0.510613842789544 0.0729533809846652 4.95613637793801 4.98046968678035 0.527353512355662 0 1.47993045962016 0.0651358214080273 1 0 NA 0.0622941391812489 0 0
0.2 0.3 0.5 5 1.38769730147306 5 0.219415182250403 0.506797684950831 0.0735222602073473 NA NA NA NA NA NA NA NA NA NA NA NA
0.3 0.3 0.5 5 1.39473399852518 5 0.219965433212964 0.499706302438353 0.0745793810975042 4.66940839917607 4.98137191693249 0.519941668318343 0.877613577886253 1.47483511471738 0.0829397148921611 0.00495239567275989 0 NA 0.0609198587918624 0.0219843790476697 0
0 0 0.7 7 1.37034436414966 3 0.13341127490694 0.7 0.0447213595499958 7.00000000000001 3 0.7 0 0 0 1 1 NA 0 0 0
0.1 0 0.7 7 1.39706303292742 3 0.131560514471553 0.69851629538962 0.044942537174485 6.88743929819455 3 0.701448274420784 0 0 0 0.999999999999981 1 NA 0 0 0
0.2 0 0.7 7.00000000000001 1.40000403239908 3 0.132473037807583 0.693789575296195 0.0456471550037859 6.71349001174521 3 0.70571039548599 0.684287054466597 0 0 0.152885322548544 1 NA 0 0 0
0.3 0 0.7 7.00000000000001 1.38185134422437 3 0.13289271279933 0.686314705505649 0.046761442802094 6.61523038693169 2.99999999999999 0.701649448025683 1.50985502238814 0 0.0397879371938598 6.02089755796112e-15 1 NA 0 0.0397879371938598 0
0 0.1 0.7 7 1.35749531149198 3 0.131485314727149 0.700633239395423 0.0446269617943827 7 2.98921887168662 0.703953045615159 0 0.271959230468148 0 1 3.19868699480971e-70 NA 0 0 0
0.1 0.1 0.7 7.00000000000001 1.40014798794351 3 0.133914003505747 0.699110486367223 0.044853960413316 6.87694307269998 2.98840756689269 0.705538232750352 0 0.268831372160338 0 0.999999999999977 1.38030940935184e-59 NA 0 0 0
