"reliability","StandardError","source"
-1.12288266423842,0.157867407592772,"Aczel"
-0.861927232430503,0.163299316185545,"Birt"
-1.47070664582653,0.157134840263677,"Evans"
-1.16427025569082,0.160903597341826,"Ferreira-Santos"
-1.19292798177794,0.154996851658426,"Gonzalez-Iraizoz"
-1.17275029035561,0.147844254190915,"Holzmeister"
-1.23666561228897,0.139516021283031,"klein Selle & Rozmann"
-1.22882852315977,0.147844254190915,"Koppel"
-1.14256403961771,0.154303349962092,"Laine"
-1.09488310823676,0.154303349962092,"Loschelder"
-1.28132146099704,0.168430384213304,"McCarthy"
-0.758366585615031,0.126744850104896,"Meijer"
-0.872496381557671,0.161690416690889,"Ozdogru"
-1.39897380212587,0.150329205600566,"Suchotzki"
-0.442001757281235,0.149696237713024,"Sutan"
-1.15279808828191,0.153619074528514,"Vanpaemel"
-1.1619800784741,0.142675275001284,"Verschuere"
-1.11883168250386,0.129913960492326,"Wick"
-1.02269033554438,0.148453923805041,"Wiggins"
