"reliability","StandardError","source"
-0.490809300790467,0.199007438041998,"brasilia"
-0.641104283327279,0.214422506967559,"wilfredlaur"
-0.364721245112557,0.161164592805076,"ubc"
-0.60279844968693,0.107832773203438,"toronto"
-0.776476386379252,0.338061701891407,"ouhk"
-0.567304251354284,0.175411603861406,"hkust"
-0.770436687696101,0.173421993904824,"cas"
-0.450521602725548,0.222222222222222,"zhejiang"
-0.144310354242258,0.163846384103808,"hunancomp"
-0.0254695415404568,0.516397779494322,"henan"
-0.676506015175351,0.172132593164774,"purkyne"
-0.326645108837897,0.196116135138184,"leuven"
-0.0446534545007858,0.208514414057075,"vuamsterdam"
-0.182553333362381,0.206284249251759,"tilburg"
-0.238259023845148,0.192450089729875,"eindhoven"
-0.410595102027547,0.226455406828919,"tilburgcaf"
-0.266281979181629,0.201007563051842,"tilburgcomm"
-0.146334829502708,0.282842712474619,"navarra"
-0.989511827028002,0.190692517849118,"lausanne"
-0.777353464394233,0.308606699924184,"poitiers"
-0.802278930656341,0.151619608715781,"elte"
-0.662860893727661,0.106148978486855,"mturk_india"
-0.509011330977709,0.170871531543352,"winchester"
-0.691841271135047,0.1898315991505,"doshisha"
-0.704365391132013,0.2,"vuw"
-0.939552736867647,0.205195670417031,"wroclaw"
-0.622820896329468,0.210818510677892,"swps"
-0.481883723586052,0.333333333333333,"badaniaon"
-0.49546602394616,0.35921060405355,"uniporto"
-0.726991358243242,0.227921152919276,"unibelgrade"
-1.55393102663262,0.41702882811415,"fmkbelgrade"
-0.574467933061838,0.285714285714286,"johannesburg"
-0.644274776166774,0.458831467741124,"johannesburgother"
-0.468637049136644,0.207390338946085,"udd"
-0.376350263319738,0.267261241912424,"santiagoon"
-0.696933553128042,0.203069233026724,"ucron"
-0.701599411548624,0.168430384213304,"unam"
-0.184783677356242,0.220863052149693,"pscio"
-0.827217530853407,0.190692517849118,"lundon"
-0.645561774871827,0.172773685116272,"ntnu"
-0.416911742128778,0.163299316185545,"bilgi"
-0.755510217053904,0.218217890235992,"koc"
-0.254733275898191,0.214422506967559,"aus"
-0.617997649875471,0.203069233026724,"hawaiion"
-0.928457556251384,0.206284249251759,"washlee"
-0.798728179076122,0.206284249251759,"plu"
-0.850240444246747,0.218217890235992,"wpi"
-0.471150906150148,0.154303349962092,"sandiegosu"
-0.769509567578495,0.140372481268719,"uiuc"
-0.808090958060297,0.215665546406877,"tufts"
-0.796090255272424,0.1898315991505,"ufl"
-0.879340626916681,0.222222222222222,"uva"
-0.495186729881536,0.232495277487639,"bc"
-1.12775453007283,0.229415733870562,"ithaca"
-0.694428619535381,0.176776695296637,"marian"
-0.610772522615337,0.181071492085037,"williampat"
-0.542023456275469,0.154764646506827,"psuabington"
-0.636889467275275,0.166666666666667,"occid"
-0.619173193329594,0.216930457818656,"umich"
-0.425271475204594,0.203069233026724,"tamu"
-0.885664332926967,0.223606797749979,"psumain"
-1.14205882390587,0.110600252721866,"mturk"
-1.30448617715095,0.182574185835055,"grazvienna"
-0.89220575786041,0.21320071635561,"potsdam"
