"reliability","StandardError","source"
-1.34608630187196,0.157867407592772,"Aczel"
-1.31813601057688,0.163299316185545,"Birt"
-0.890044446371553,0.157134840263677,"Evans"
-0.82211599458857,0.160903597341826,"Ferreira-Santos"
-1.16616679745949,0.154996851658426,"Gonzalez-Iraizoz"
-1.22164376876941,0.147844254190915,"Holzmeister"
-1.20067460094783,0.139516021283031,"klein Selle & Rozmann"
-1.27762431324661,0.147844254190915,"Koppel"
-0.911030490571383,0.154303349962092,"Laine"
-1.04441479554178,0.154303349962092,"Loschelder"
-0.57105308937878,0.168430384213304,"McCarthy"
-1.35308216234395,0.126744850104896,"Meijer"
-0.823113564730043,0.161690416690889,"Ozdogru"
-1.33634944662505,0.150329205600566,"Suchotzki"
-0.80731027081806,0.149696237713024,"Sutan"
-1.32566270749772,0.153619074528514,"Vanpaemel"
-1.34850341719299,0.142675275001284,"Verschuere"
-1.26896688610609,0.129913960492326,"Wick"
-0.954685319963011,0.148453923805041,"Wiggins"
