"reliability","StandardError","source"
0.720647601341069,0.0395760962804757,"Aczel_no cheat"
0.725678323631335,0.0383614628818365,"Aczel_cheat"
0.824455954468911,0.0244378976215701,"Birt_no cheat"
0.792247142054019,0.0296641344299612,"Birt_cheat"
0.683832903057686,0.0445162580782558,"Evans_cheat"
0.734216904869338,0.0352027398174162,"Evans_no cheat"
0.715340340226407,0.0406472383298791,"Ferreira-Santos_cheat"
0.768352864245858,0.032963511096438,"Ferreira-Santos_no cheat"
0.791784842751263,0.0282817813370014,"Gonzalez-Iraizoz_cheat"
0.759057871069906,0.034791028240626,"Gonzalez-Iraizoz_no cheat"
0.639869743227109,0.0467582922370253,"Holzmeister_cheat"
0.641296810561345,0.0472188462504225,"Holzmeister_no cheat"
0.769697152655788,0.0280063773780183,"klein Selle & Rozmann_no cheat"
0.75710689715587,0.0300147971814673,"klein Selle & Rozmann_cheat"
0.735282272133746,0.0367976986629336,"Koppel_no cheat"
0.632451976212844,0.04826291376189,"Koppel_cheat"
0.753129197702571,0.0337854450488727,"Laine_cheat"
0.730849402177872,0.0370535857769121,"Laine_no cheat"
0.75689986716542,0.0359172916246738,"Loschelder_no cheat"
0.745912709415863,0.0345417089178663,"Loschelder_cheat"
0.660143044247591,0.0453367176840273,"McCarthy_no cheat"
0.767004035768833,0.0351280106721627,"McCarthy_cheat"
0.686986281769512,0.0351785671411376,"Meijer_cheat"
0.684471053900736,0.0359369620269386,"Meijer_no cheat"
0.672834234019162,0.0416484777387793,"Ozdogru_no cheat"
0.63799118449219,0.0511352957467414,"Ozdogru_cheat"
0.713055083747115,0.0382256215872663,"Suchotzki_no cheat"
0.732166038602782,0.035716152078614,"Suchotzki_cheat"
0.602286247590827,0.0530725947665177,"Sutan_cheat"
0.633582709852091,0.0398042896832575,"Sutan_no cheat"
0.787568438282993,0.0289372921232811,"Vanpaemel_cheat"
0.72506194605183,0.0382173024573241,"Vanpaemel_no cheat"
0.747336724519507,0.0322390891064646,"Verschuere_no cheat"
0.71502608315159,0.0357260355158521,"Verschuere_cheat"
0.774172911388362,0.0256349356338067,"Wick_cheat"
0.7438758062126,0.0280742432554185,"Wick_no cheat"
0.725228910716838,0.0362694633217404,"Wiggins_cheat"
0.774665919471507,0.0306512999915151,"Wiggins_no cheat"
