"HH","EM","EX","AG","CO","OX"
0.0919598835404242,0.0276269060090443,0.0285126760962643,0.037728217410969,0.0353140828604515,0.0445724470025927
0.0457599320902707,0.0348605729346122,0.0462690343164887,0.0545500640434517,0.0348289832306492,0.0304956311815512
0.0427903918220352,0.0347175623401965,0.039672010193044,0.0314984136086616,0.0477375546661182,0.0530107523318046
0.0446115017422565,0.0300389794704262,0.021605199955769,0.0380272280114361,0.0347466294645917,0.0448522581332687
0.0342743266218901,0.0311685095054135,0.0177255637365185,0.0298482061930291,0.0292083597637995,0.0249398838027867
0.0401190244336893,0.0400667777677235,0.0225019397540005,0.0377467478991874,0.0279681557914202,0.0523735766240825
0.031306791341168,0.0318529142622655,0.0263842085264466,0.032534772430972,0.0314699579852316,0.0293384950276082
0.045695618372787,0.0285166803121008,0.0216858698962333,0.0326259820919705,0.0335735767543593,0.0518477789695833
0.0446704437505059,0.0524743161429045,0.0434887976634412,0.0383432519935087,0.051874490493096,0.0328800272054978
0.0384406838425798,0.0299629235436728,0.035591863666136,0.0491232649486102,0.0402625824585247,0.0336073933807662
0.0677911531627191,0.0362583990640952,0.0585070579628343,0.0428712154473461,0.061918018203873,0.0395007349041406
0.0303769408602212,0.0291819343457749,0.0242702277224339,0.0445874055524643,0.0235198881684128,0.0377871315437122
0.0799852202379068,0.057102082123791,0.0477305121569671,0.0612765172580261,0.0506963092811583,0.0538673674257185
0.0523301275771126,0.0546607842840229,0.0342494872187834,0.0305442952803111,0.0317808974710245,0.0409511320154578
0.104968428143424,0.0879121725314247,0.0616372713774305,0.0963692919498409,0.0724724476591323,0.058884621963471
0.0384675853818053,0.0255876787375684,0.0238274450267727,0.0398818663396573,0.0282678073764033,0.0283764585090406
0.0408583123128447,0.0360720974377887,0.0292003644680541,0.0343695508055322,0.0277451468795983,0.0383063832141074
0.0487083643829317,0.030392125024093,0.0259799317835443,0.0307323131406453,0.0279766563736588,0.0244472676975351
0.0445887779966116,0.0288535456801493,0.0268066005553573,0.0501933668906436,0.0391625086817837,0.0405860014517538
