"reliability","StandardError","source"
-1.20696431584902,0.160128153805087,"Aczel_no cheat"
-1.3576502619964,0.157867407592772,"Aczel_cheat"
-0.933187259403766,0.162488892740478,"Birt_no cheat"
-0.851377039133698,0.163299316185545,"Birt_cheat"
-0.930423354163169,0.157134840263677,"Evans_cheat"
-1.07804259639172,0.149696237713024,"Evans_no cheat"
-1.68823147773601,0.160903597341826,"Ferreira-Santos_cheat"
-1.19490170499058,0.160128153805087,"Ferreira-Santos_no cheat"
-1.76999267451928,0.154996851658426,"Gonzalez-Iraizoz_cheat"
-1.22903043168881,0.164121987972444,"Gonzalez-Iraizoz_no cheat"
-1.62986985154574,0.147844254190915,"Holzmeister_cheat"
-1.26977340117735,0.149071198499986,"Holzmeister_no cheat"
-1.2459994999772,0.137037741965506,"klein Selle & Rozmann_no cheat"
-1.26429779856343,0.139516021283031,"klein Selle & Rozmann_cheat"
-1.00879091343223,0.155699788832305,"Koppel_no cheat"
-1.54370397995871,0.147844254190915,"Koppel_cheat"
-0.777347626664157,0.154303349962092,"Laine_cheat"
-0.968065846248427,0.157134840263677,"Laine_no cheat"
-1.02900135725665,0.166666666666667,"Loschelder_no cheat"
-1.09424944101735,0.154303349962092,"Loschelder_cheat"
-1.2337179609003,0.149071198499986,"McCarthy_no cheat"
-1.01342858069926,0.168430384213304,"McCarthy_cheat"
-1.23938994456026,0.126744850104896,"Meijer_cheat"
-1.32383322936131,0.126744850104896,"Meijer_no cheat"
-1.10577837245298,0.142675275001284,"Ozdogru_no cheat"
-0.984579201275428,0.161690416690889,"Ozdogru_cheat"
-1.7136353940775,0.150329205600566,"Suchotzki_no cheat"
-1.30717210964203,0.150329205600566,"Suchotzki_cheat"
-0.877534327091111,0.149696237713024,"Sutan_cheat"
-0.799848968252345,0.122743282386443,"Sutan_no cheat"
-1.36418837901749,0.153619074528514,"Vanpaemel_cheat"
-1.45209847455638,0.155699788832305,"Vanpaemel_no cheat"
-1.36863337331866,0.143222974807887,"Verschuere_no cheat"
-1.33841748204171,0.142675275001284,"Verschuere_cheat"
-1.36476710045757,0.129913960492326,"Wick_cheat"
-1.3464757873888,0.124514561272938,"Wick_no cheat"
-1.52348461748269,0.148453923805041,"Wiggins_cheat"
-1.31390293614878,0.152277397525376,"Wiggins_no cheat"
