"HH","EM","EX","AG","CO","OX"
0.103977517083852,0.0911786732572854,0.0907321155661268,0.103152720768679,0.0805829812738324,0.102218114735531
0.103896231938019,0.0955943783299898,0.101016081590619,0.103362555809434,0.0830240445220993,0.109085308213298
0.116363683011667,0.101648224853114,0.0974769369394506,0.0948827689050328,0.0864587218923755,0.114609628273141
0.0885787968267175,0.087707361686059,0.0833599511055454,0.085799506294155,0.0917274978761063,0.101103895850061
0.0991031898984792,0.0916251518564595,0.0706368912576051,0.0820101363080715,0.0772948732265767,0.0946070532719347
0.110595022133241,0.0908381394061252,0.0711991510038756,0.089075815266486,0.07741077483463,0.121569982151703
0.0913500346195652,0.089866891225097,0.0739522942226776,0.0951122306502949,0.0824554822593561,0.114367715636952
0.114767800606888,0.107773042793202,0.0791943461846839,0.0876496376249496,0.0829616305125397,0.125435938126642
0.121462350738144,0.111587806950294,0.101187406130095,0.10336268918043,0.109059427892976,0.116031388416129
0.0925791800969487,0.086991720353956,0.0727325105847552,0.0799477372049162,0.0732113328944739,0.0996642360056143
0.116913435132592,0.100954476398984,0.0964299308214795,0.0877033015259572,0.100174817325774,0.121173816204814
0.0872461706717071,0.0922305645314745,0.0780025316585832,0.0873820485348194,0.0755355442792098,0.0958050546325776
0.120717489856224,0.111151948241959,0.102835727415577,0.111628787132309,0.115104462517232,0.129901124341154
0.0972066305336682,0.0865109269394449,0.0743526656726521,0.082097460188414,0.0727906066891259,0.098278955542158
0.097775631255227,0.0996641444750536,0.0770235564361631,0.0815866418816214,0.0902315481166641,0.101472876424916
0.092695911969466,0.0929669559722059,0.0776138021192877,0.095095436184501,0.0890574592589999,0.107281392039683
0.106955867736995,0.100893215361636,0.0744429442276405,0.083440738692089,0.0851927039821777,0.110756457703143
0.104201280474984,0.110888075052636,0.0834880213725808,0.0921010850814793,0.0727501353949295,0.105858027821479
0.102466020340254,0.104489247306029,0.0888429075760361,0.0932282047937168,0.087440240177269,0.118897322932417
