"reliability","StandardError","source"
-1.07134683740953,0.160128153805087,"Aczel_no cheat"
-1.02207500481246,0.157867407592772,"Aczel_cheat"
-1.48974201801089,0.162488892740478,"Birt_no cheat"
-1.3620268171583,0.163299316185545,"Birt_cheat"
-0.881985020194216,0.157134840263677,"Evans_cheat"
-1.1069131654385,0.149696237713024,"Evans_no cheat"
-1.09753588193208,0.160903597341826,"Ferreira-Santos_cheat"
-1.27647435187683,0.160128153805087,"Ferreira-Santos_no cheat"
-1.43847849829864,0.154996851658426,"Gonzalez-Iraizoz_cheat"
-1.26307528199256,0.164121987972444,"Gonzalez-Iraizoz_no cheat"
-1.09580133862302,0.147844254190915,"Holzmeister_cheat"
-0.944545123179903,0.149071198499986,"Holzmeister_no cheat"
-1.21531152443874,0.137037741965506,"klein Selle & Rozmann_no cheat"
-1.1851499148997,0.139516021283031,"klein Selle & Rozmann_cheat"
-1.12686514011403,0.155699788832305,"Koppel_no cheat"
-0.801495867658282,0.147844254190915,"Koppel_cheat"
-1.3040781995303,0.154303349962092,"Laine_cheat"
-1.31937245504015,0.157134840263677,"Laine_no cheat"
-1.38498615161741,0.166666666666667,"Loschelder_no cheat"
-1.29984291023891,0.154303349962092,"Loschelder_cheat"
-1.00183851015582,0.149071198499986,"McCarthy_no cheat"
-1.27765177353666,0.168430384213304,"McCarthy_cheat"
-0.926073342648267,0.126744850104896,"Meijer_cheat"
-1.0104441121913,0.126744850104896,"Meijer_no cheat"
-1.02081330553307,0.142675275001284,"Ozdogru_no cheat"
-0.803066438179162,0.161690416690889,"Ozdogru_cheat"
-1.10182749637958,0.150329205600566,"Suchotzki_no cheat"
-1.21784959041219,0.150329205600566,"Suchotzki_cheat"
-0.7761205497285,0.149696237713024,"Sutan_cheat"
-0.944257303066933,0.122743282386443,"Sutan_no cheat"
-1.21674607851965,0.153619074528514,"Vanpaemel_cheat"
-1.04620826046158,0.155699788832305,"Vanpaemel_no cheat"
-1.19585340447947,0.143222974807887,"Verschuere_no cheat"
-1.05997518675856,0.142675275001284,"Verschuere_cheat"
-1.25448212534865,0.129913960492326,"Wick_cheat"
-1.13249816317981,0.124514561272938,"Wick_no cheat"
-1.01701817205653,0.148453923805041,"Wiggins_cheat"
-1.16542752803729,0.152277397525376,"Wiggins_no cheat"
